User ID,Time of Attempt,Authentication Method,Success/Failure,IP Address,Location,Device,Fraudulent
user_858,2024-08-02 21:41:23.617717,biometric,True,242.88.35.58,Berlin,tablet,False
user_824,2024-07-13 21:41:23.617728,password,True,200.101.110.185,London,tablet,False
user_308,2024-07-22 21:41:23.617738,otp,True,159.149.69.33,London,desktop,False
user_665,2024-07-16 21:41:23.617747,otp,True,22.9.173.195,London,tablet,False
user_747,2024-07-25 21:41:23.617757,otp,False,108.69.229.20,San Francisco,tablet,True
user_144,2024-08-04 21:41:23.617768,biometric,True,219.85.125.221,New York,mobile,False
user_366,2024-08-06 21:41:23.617778,password,True,32.118.16.139,New York,desktop,False
user_955,2024-08-09 21:41:23.617788,otp,True,187.13.174.247,San Francisco,tablet,False
user_855,2024-08-02 21:41:23.617798,otp,True,159.98.122.161,Paris,desktop,False
user_873,2024-07-29 21:41:23.617808,biometric,True,202.119.231.169,San Francisco,desktop,False
user_268,2024-07-17 21:41:23.617819,password,True,205.120.108.244,New York,mobile,False
user_104,2024-08-03 21:41:23.617829,otp,True,151.65.199.73,London,desktop,False
user_923,2024-07-20 21:41:23.617843,biometric,True,61.101.10.116,Paris,tablet,False
user_705,2024-07-14 21:41:23.617855,otp,True,248.245.27.103,San Francisco,desktop,False
user_554,2024-08-10 21:41:23.617867,otp,True,110.39.28.231,Paris,tablet,False
user_26,2024-07-16 21:41:23.617878,otp,True,72.134.215.18,San Francisco,desktop,False
user_301,2024-08-02 21:41:23.617888,otp,True,243.202.187.103,New York,tablet,False
user_946,2024-07-21 21:41:23.617898,biometric,True,47.50.184.67,San Francisco,tablet,False
user_958,2024-07-12 21:41:23.617910,password,True,79.159.140.29,Berlin,tablet,False
user_288,2024-07-25 21:41:23.617921,biometric,True,52.76.176.251,Paris,mobile,False
user_527,2024-07-29 21:41:23.617931,otp,True,4.97.242.219,London,mobile,False
user_869,2024-07-25 21:41:23.617942,password,True,192.145.47.144,Paris,desktop,False
user_385,2024-07-21 21:41:23.617953,otp,True,113.86.243.65,Berlin,desktop,False
user_923,2024-08-11 21:41:23.617963,otp,True,59.134.39.105,Paris,mobile,False
user_470,2024-07-31 21:41:23.617973,biometric,False,80.205.27.72,Paris,desktop,True
user_174,2024-07-19 21:41:23.617990,biometric,False,37.216.148.11,New York,tablet,True
user_630,2024-07-17 21:41:23.618001,password,True,30.6.30.179,Paris,tablet,False
user_711,2024-08-05 21:41:23.618029,otp,True,61.178.59.49,Paris,tablet,False
user_426,2024-08-02 21:41:23.618039,password,True,73.97.217.188,San Francisco,mobile,False
user_830,2024-08-03 21:41:23.618050,otp,True,65.131.205.110,New York,desktop,False
user_34,2024-08-05 21:41:23.618061,otp,True,52.104.187.45,London,desktop,False
user_861,2024-08-04 21:41:23.618088,password,True,201.197.241.73,Paris,mobile,False
user_278,2024-07-15 21:41:23.618100,password,True,179.83.235.151,New York,mobile,False
user_498,2024-08-03 21:41:23.618111,biometric,True,206.212.93.73,New York,desktop,False
user_452,2024-07-17 21:41:23.618123,biometric,True,30.253.248.252,London,mobile,False
user_749,2024-07-29 21:41:23.618134,password,True,29.86.54.53,Paris,mobile,False
user_946,2024-07-13 21:41:23.618145,password,True,229.4.10.162,San Francisco,mobile,False
user_779,2024-07-27 21:41:23.618156,otp,True,173.213.99.159,San Francisco,mobile,False
user_842,2024-08-08 21:41:23.618169,otp,True,93.133.155.172,Paris,mobile,False
user_577,2024-07-28 21:41:23.618180,password,True,142.157.158.41,New York,desktop,False
user_698,2024-07-17 21:41:23.618190,password,True,193.160.94.172,Paris,desktop,False
user_503,2024-07-21 21:41:23.618201,biometric,False,106.183.244.167,Paris,desktop,True
user_851,2024-07-21 21:41:23.618211,biometric,True,18.6.159.62,Berlin,mobile,False
user_174,2024-07-29 21:41:23.618223,password,True,237.179.238.188,New York,mobile,False
user_247,2024-08-11 21:41:23.618235,password,True,202.15.160.84,Berlin,mobile,False
user_103,2024-07-19 21:41:23.618246,biometric,True,115.90.64.205,Berlin,desktop,False
user_306,2024-08-09 21:41:23.618257,password,False,226.72.77.196,London,desktop,True
user_178,2024-08-10 21:41:23.618267,password,True,166.64.103.191,London,tablet,False
user_639,2024-07-29 21:41:23.618279,otp,True,37.61.135.1,New York,mobile,False
user_984,2024-08-03 21:41:23.618291,biometric,True,48.244.163.225,Berlin,mobile,False
user_663,2024-07-18 21:41:23.618302,otp,True,84.232.98.202,New York,mobile,False
user_513,2024-08-02 21:41:23.618314,biometric,True,166.233.2.185,New York,mobile,False
user_673,2024-07-14 21:41:23.618325,password,True,239.109.191.207,Berlin,desktop,False
user_557,2024-07-19 21:41:23.618336,password,True,75.200.226.58,London,tablet,False
user_470,2024-07-23 21:41:23.618346,password,True,210.233.124.129,San Francisco,desktop,False
user_453,2024-07-21 21:41:23.618357,otp,False,105.80.106.77,London,desktop,True
user_642,2024-07-30 21:41:23.618373,password,True,97.128.52.238,London,desktop,False
user_239,2024-07-27 21:41:23.618385,biometric,True,111.227.96.205,London,tablet,False
user_539,2024-07-24 21:41:23.618397,biometric,True,194.48.48.44,Paris,desktop,False
user_821,2024-07-22 21:41:23.618410,biometric,False,137.126.250.44,London,desktop,True
user_51,2024-07-16 21:41:23.618422,biometric,False,55.148.239.182,New York,desktop,True
user_129,2024-07-18 21:41:23.618438,otp,True,73.198.41.20,San Francisco,desktop,False
user_214,2024-07-15 21:41:23.618450,otp,True,117.61.122.186,Berlin,desktop,False
user_210,2024-07-25 21:41:23.618461,biometric,False,62.85.57.143,San Francisco,desktop,True
user_667,2024-08-01 21:41:23.618471,biometric,True,252.241.13.92,Paris,desktop,False
user_953,2024-07-23 21:41:23.618483,password,True,166.97.187.207,London,tablet,False
user_52,2024-08-01 21:41:23.618495,otp,True,255.132.216.142,New York,tablet,False
user_833,2024-07-24 21:41:23.618507,otp,True,79.74.183.8,San Francisco,mobile,False
user_467,2024-07-29 21:41:23.618518,password,True,191.80.240.98,London,mobile,False
user_75,2024-07-18 21:41:23.618529,biometric,True,110.122.105.189,Paris,mobile,False
user_14,2024-08-01 21:41:23.618540,password,True,128.185.161.219,London,desktop,False
user_668,2024-07-21 21:41:23.618551,biometric,False,47.91.133.47,Paris,mobile,True
user_548,2024-08-10 21:41:23.618562,biometric,True,178.165.249.67,Berlin,mobile,False
user_488,2024-08-10 21:41:23.618573,biometric,True,242.154.119.130,New York,desktop,False
user_293,2024-08-04 21:41:23.618584,password,True,75.65.193.214,San Francisco,tablet,False
user_946,2024-08-02 21:41:23.618595,password,True,76.129.201.46,London,tablet,False
user_137,2024-08-05 21:41:23.618606,password,True,113.247.80.41,New York,desktop,False
user_860,2024-07-28 21:41:23.618616,otp,True,21.244.93.77,Berlin,mobile,False
user_341,2024-07-25 21:41:23.618628,biometric,True,194.67.190.242,New York,mobile,False
user_271,2024-07-20 21:41:23.618641,password,True,169.145.119.131,London,mobile,False
user_325,2024-07-12 21:41:23.618652,biometric,True,148.171.145.19,Paris,desktop,False
user_805,2024-07-24 21:41:23.618665,otp,True,11.42.80.29,New York,tablet,False
user_177,2024-07-27 21:41:23.618676,password,True,149.148.147.138,San Francisco,mobile,False
user_130,2024-08-03 21:41:23.618687,biometric,True,114.166.115.86,New York,tablet,False
user_339,2024-07-30 21:41:23.618697,otp,True,123.57.105.32,San Francisco,desktop,False
user_951,2024-07-14 21:41:23.618708,otp,True,240.99.181.162,Paris,desktop,False
user_227,2024-07-12 21:41:23.618719,password,True,191.149.92.31,New York,tablet,False
user_508,2024-07-14 21:41:23.618730,biometric,True,151.58.185.241,Paris,mobile,False
user_492,2024-07-17 21:41:23.618741,password,False,135.94.81.37,New York,desktop,True
user_700,2024-08-07 21:41:23.618757,otp,True,44.180.134.118,San Francisco,mobile,False
user_512,2024-08-05 21:41:23.618768,biometric,True,252.145.167.36,Paris,mobile,False
user_142,2024-07-19 21:41:23.618778,password,True,197.82.28.103,London,desktop,False
user_649,2024-08-09 21:41:23.618789,otp,True,24.79.134.99,San Francisco,mobile,False
user_188,2024-07-19 21:41:23.618801,otp,False,54.241.97.245,San Francisco,tablet,True
user_606,2024-07-22 21:41:23.618813,otp,True,246.196.120.77,San Francisco,mobile,False
user_158,2024-07-31 21:41:23.618823,password,False,151.135.176.87,Berlin,desktop,True
user_970,2024-08-08 21:41:23.618835,biometric,True,106.79.73.143,London,tablet,False
user_835,2024-08-10 21:41:23.618845,otp,True,139.189.185.161,San Francisco,tablet,False
user_940,2024-07-19 21:41:23.618856,otp,True,41.240.100.3,Paris,desktop,False
user_916,2024-08-03 21:41:23.618868,password,True,44.255.53.135,Berlin,desktop,False
user_913,2024-08-05 21:41:23.618880,biometric,True,42.61.54.202,Paris,tablet,False
user_436,2024-07-15 21:41:23.618891,otp,True,210.111.161.40,Paris,desktop,False
user_410,2024-07-18 21:41:23.618904,password,True,74.85.112.220,Berlin,desktop,False
user_696,2024-07-28 21:41:23.618915,otp,True,203.13.120.141,Paris,desktop,False
user_535,2024-07-28 21:41:23.618928,otp,True,118.195.111.24,Berlin,desktop,False
user_280,2024-07-15 21:41:23.618940,biometric,True,26.134.113.45,Berlin,tablet,False
user_563,2024-08-02 21:41:23.618952,password,True,151.106.81.149,San Francisco,desktop,False
user_724,2024-07-30 21:41:23.618964,otp,True,254.89.185.21,New York,desktop,False
user_863,2024-07-15 21:41:23.618975,biometric,True,24.236.28.48,San Francisco,mobile,False
user_910,2024-07-27 21:41:23.618985,biometric,False,133.184.112.207,Berlin,desktop,True
user_746,2024-07-22 21:41:23.618997,biometric,True,87.28.1.249,Berlin,desktop,False
user_405,2024-08-01 21:41:23.619008,otp,True,94.54.156.70,Berlin,tablet,False
user_238,2024-07-20 21:41:23.619020,password,True,119.233.25.69,San Francisco,desktop,False
user_841,2024-07-30 21:41:23.619033,otp,True,106.40.235.241,Berlin,tablet,False
user_426,2024-07-13 21:41:23.619044,otp,True,169.101.2.116,New York,mobile,False
user_481,2024-07-18 21:41:23.619055,biometric,True,197.111.129.98,New York,desktop,False
user_976,2024-07-28 21:41:23.619065,otp,True,157.3.30.70,New York,mobile,False
user_728,2024-07-17 21:41:23.619076,otp,True,141.37.80.86,Paris,mobile,False
user_838,2024-08-10 21:41:23.619085,otp,True,143.107.202.119,Paris,mobile,False
user_612,2024-07-28 21:41:23.619095,biometric,True,170.205.107.250,San Francisco,desktop,False
user_701,2024-07-19 21:41:23.619107,biometric,True,189.155.196.245,San Francisco,mobile,False
user_174,2024-07-23 21:41:23.619118,biometric,False,244.25.75.203,New York,mobile,True
user_16,2024-07-25 21:41:23.619130,password,True,10.133.186.222,Paris,desktop,False
user_699,2024-07-28 21:41:23.619142,biometric,True,34.53.106.100,Paris,mobile,False
user_978,2024-08-10 21:41:23.619155,biometric,True,46.132.248.124,Berlin,tablet,False
user_207,2024-07-13 21:41:23.619167,biometric,True,206.34.26.6,Berlin,tablet,False
user_674,2024-07-21 21:41:23.619179,password,True,101.198.81.33,Berlin,tablet,False
user_319,2024-08-05 21:41:23.619189,otp,False,178.152.21.225,London,desktop,True
user_655,2024-08-07 21:41:23.619202,biometric,True,58.139.159.207,Berlin,mobile,False
user_689,2024-07-22 21:41:23.619214,otp,True,242.136.218.55,San Francisco,desktop,False
user_965,2024-08-01 21:41:23.619224,password,True,60.158.153.53,Paris,desktop,False
user_263,2024-07-20 21:41:23.619235,biometric,True,4.9.175.242,San Francisco,mobile,False
user_291,2024-08-05 21:41:23.619245,password,True,165.61.199.150,San Francisco,desktop,False
user_108,2024-07-19 21:41:23.619256,biometric,True,196.102.249.110,Berlin,tablet,False
user_982,2024-07-20 21:41:23.619266,biometric,True,173.37.164.155,Berlin,desktop,False
user_21,2024-08-11 21:41:23.619278,password,True,235.179.182.222,New York,mobile,False
user_178,2024-07-28 21:41:23.619290,password,True,33.87.39.205,Berlin,tablet,False
user_716,2024-08-05 21:41:23.619301,password,True,213.148.200.75,New York,tablet,False
user_503,2024-08-06 21:41:23.619313,otp,True,196.86.113.16,Berlin,tablet,False
user_321,2024-08-11 21:41:23.619325,password,True,58.66.229.135,New York,tablet,False
user_768,2024-07-23 21:41:23.619336,otp,True,161.194.121.184,London,tablet,False
user_792,2024-07-21 21:41:23.619348,otp,True,101.204.83.193,New York,mobile,False
user_38,2024-08-02 21:41:23.619360,password,True,194.250.143.149,London,mobile,False
user_541,2024-07-31 21:41:23.619371,otp,True,129.48.95.215,Paris,mobile,False
user_170,2024-07-29 21:41:23.619383,password,True,229.220.231.246,Berlin,desktop,False
user_440,2024-08-02 21:41:23.619396,biometric,True,227.32.69.244,London,desktop,False
user_655,2024-07-19 21:41:23.619408,otp,True,220.254.19.54,London,tablet,False
user_637,2024-07-22 21:41:23.619420,otp,True,37.179.34.41,New York,desktop,False
user_206,2024-08-04 21:41:23.619434,otp,False,119.42.16.184,New York,mobile,True
user_234,2024-08-11 21:41:23.619446,biometric,True,204.39.12.30,New York,desktop,False
user_220,2024-08-03 21:41:23.619457,password,True,36.172.187.187,San Francisco,desktop,False
user_174,2024-07-25 21:41:23.619471,otp,False,30.60.251.63,Berlin,desktop,True
user_291,2024-08-06 21:41:23.619483,otp,True,87.195.190.178,London,tablet,False
user_634,2024-07-24 21:41:23.619495,password,True,66.181.22.115,San Francisco,tablet,False
user_834,2024-08-06 21:41:23.619507,otp,False,238.155.196.90,San Francisco,desktop,True
user_64,2024-08-08 21:41:23.619519,otp,True,166.43.8.146,Paris,tablet,False
user_840,2024-07-22 21:41:23.619532,otp,True,19.53.7.89,London,tablet,False
user_911,2024-07-17 21:41:23.619544,password,True,119.133.68.213,San Francisco,mobile,False
user_954,2024-07-15 21:41:23.619556,biometric,True,221.6.125.69,Berlin,tablet,False
user_344,2024-07-15 21:41:23.619568,password,True,102.20.225.236,London,desktop,False
user_308,2024-07-23 21:41:23.619581,biometric,True,185.241.73.238,London,mobile,False
user_805,2024-07-18 21:41:23.619593,otp,True,210.158.101.6,New York,desktop,False
user_261,2024-07-17 21:41:23.619605,otp,True,20.219.26.198,San Francisco,mobile,False
user_884,2024-07-14 21:41:23.619617,biometric,True,236.204.70.109,New York,mobile,False
user_845,2024-07-14 21:41:23.619628,otp,True,48.209.154.237,San Francisco,desktop,False
user_119,2024-07-22 21:41:23.619640,otp,True,233.164.35.201,San Francisco,tablet,False
user_254,2024-07-29 21:41:23.619652,biometric,True,252.171.78.126,Paris,desktop,False
user_208,2024-08-08 21:41:23.619664,otp,True,120.72.52.165,London,tablet,False
user_128,2024-08-07 21:41:23.619675,password,True,115.226.131.86,San Francisco,mobile,False
user_815,2024-07-14 21:41:23.619687,password,True,237.130.228.80,New York,desktop,False
user_238,2024-08-09 21:41:23.619699,biometric,True,22.122.230.95,New York,desktop,False
user_354,2024-08-07 21:41:23.619711,otp,True,43.245.253.238,London,desktop,False
user_189,2024-07-12 21:41:23.619723,password,False,158.186.250.186,Paris,desktop,True
user_867,2024-07-19 21:41:23.619741,biometric,False,16.199.16.193,Berlin,tablet,True
user_156,2024-07-16 21:41:23.619754,biometric,False,19.197.241.223,Berlin,tablet,True
user_315,2024-08-10 21:41:23.619766,biometric,True,74.138.107.46,Paris,tablet,False
user_752,2024-07-29 21:41:23.619779,otp,True,27.6.197.84,Berlin,mobile,False
user_416,2024-07-14 21:41:23.619792,password,False,187.255.253.51,New York,tablet,True
user_779,2024-07-14 21:41:23.619805,otp,True,140.148.45.22,Berlin,tablet,False
user_281,2024-08-01 21:41:23.619818,biometric,True,231.245.244.254,San Francisco,desktop,False
user_327,2024-07-27 21:41:23.619830,password,True,191.28.193.244,Berlin,mobile,False
user_109,2024-08-11 21:41:23.619843,biometric,True,115.149.57.195,New York,tablet,False
user_906,2024-07-16 21:41:23.619855,biometric,True,206.211.6.250,Paris,desktop,False
user_943,2024-07-20 21:41:23.619868,password,True,66.145.215.40,Paris,tablet,False
user_863,2024-08-11 21:41:23.619881,password,True,39.11.206.192,Berlin,mobile,False
user_487,2024-07-24 21:41:23.619893,password,False,89.130.163.198,Berlin,mobile,True
user_516,2024-08-11 21:41:23.619906,otp,True,15.155.62.211,San Francisco,tablet,False
user_109,2024-07-15 21:41:23.619918,otp,True,26.40.103.233,Paris,desktop,False
user_707,2024-07-29 21:41:23.619931,password,True,157.222.219.191,London,mobile,False
user_351,2024-08-05 21:41:23.619944,otp,True,223.223.76.84,New York,tablet,False
user_476,2024-08-07 21:41:23.619958,biometric,True,58.191.7.146,San Francisco,desktop,False
user_560,2024-07-16 21:41:23.619969,password,True,187.70.238.242,Paris,desktop,False
user_177,2024-07-14 21:41:23.619983,otp,True,220.175.11.150,Paris,desktop,False
user_329,2024-07-16 21:41:23.619995,otp,True,173.190.243.248,New York,tablet,False
user_430,2024-08-08 21:41:23.620007,biometric,True,221.128.188.3,New York,desktop,False
user_409,2024-08-02 21:41:23.620020,biometric,True,108.98.116.249,New York,tablet,False
user_828,2024-07-17 21:41:23.620032,biometric,True,103.250.53.95,London,tablet,False
user_281,2024-08-07 21:41:23.620044,biometric,True,155.40.56.140,New York,tablet,False
user_255,2024-08-04 21:41:23.620055,biometric,True,113.163.195.233,San Francisco,desktop,False
user_545,2024-08-08 21:41:23.620066,password,True,84.152.102.121,Paris,tablet,False
user_284,2024-07-23 21:41:23.620078,biometric,True,135.16.25.115,Berlin,desktop,False
user_319,2024-07-19 21:41:23.620089,biometric,True,155.136.101.213,Berlin,tablet,False
user_448,2024-08-03 21:41:23.620101,otp,True,64.74.53.123,New York,tablet,False
user_632,2024-08-05 21:41:23.620112,otp,False,96.232.156.59,San Francisco,desktop,True
user_397,2024-08-10 21:41:23.620124,otp,True,88.73.249.204,Paris,desktop,False
user_637,2024-07-26 21:41:23.620137,otp,True,254.60.58.33,Berlin,desktop,False
user_982,2024-07-20 21:41:23.620148,password,False,14.180.170.212,New York,mobile,True
user_502,2024-08-03 21:41:23.620163,password,True,21.5.145.83,New York,mobile,False
user_37,2024-07-25 21:41:23.620175,otp,True,199.131.93.215,San Francisco,desktop,False
user_804,2024-07-19 21:41:23.620190,password,True,201.32.154.206,New York,mobile,False
user_900,2024-07-17 21:41:23.620202,biometric,True,1.79.83.193,Paris,desktop,False
user_112,2024-08-06 21:41:23.620215,biometric,True,150.109.166.107,San Francisco,tablet,False
user_525,2024-07-12 21:41:23.620226,password,True,38.200.198.81,London,desktop,False
user_115,2024-08-05 21:41:23.620238,biometric,True,163.240.144.161,Berlin,desktop,False
user_585,2024-07-14 21:41:23.620250,password,True,90.195.8.201,Berlin,desktop,False
user_888,2024-07-20 21:41:23.620262,password,True,175.6.208.207,Paris,desktop,False
user_634,2024-07-18 21:41:23.620274,biometric,True,67.28.241.247,Berlin,desktop,False
user_103,2024-07-23 21:41:23.620286,password,True,116.225.246.188,London,tablet,False
user_248,2024-08-05 21:41:23.620298,otp,True,69.24.8.4,New York,mobile,False
user_977,2024-07-20 21:41:23.620310,biometric,True,86.3.50.231,New York,desktop,False
user_695,2024-07-14 21:41:23.620322,otp,False,143.53.131.47,Berlin,mobile,True
user_281,2024-08-01 21:41:23.620337,otp,True,112.86.46.77,London,desktop,False
user_672,2024-08-05 21:41:23.620349,otp,True,122.130.5.30,Berlin,tablet,False
user_566,2024-07-25 21:41:23.620360,password,True,137.24.98.138,New York,desktop,False
user_1000,2024-07-31 21:41:23.620373,otp,True,227.98.193.238,Berlin,mobile,False
user_787,2024-07-19 21:41:23.620384,biometric,True,244.99.89.208,Berlin,desktop,False
user_333,2024-07-24 21:41:23.620394,otp,False,145.146.74.90,Paris,desktop,True
user_998,2024-07-22 21:41:23.620406,biometric,True,227.174.224.27,San Francisco,tablet,False
user_381,2024-07-28 21:41:23.620418,otp,True,4.251.26.196,New York,desktop,False
user_743,2024-08-05 21:41:23.620430,otp,True,66.166.249.56,New York,tablet,False
user_51,2024-07-29 21:41:23.620442,password,True,150.126.123.174,Paris,desktop,False
user_881,2024-08-09 21:41:23.620453,otp,True,136.136.120.110,Berlin,tablet,False
user_461,2024-07-20 21:41:23.620464,otp,True,3.120.80.238,San Francisco,tablet,False
user_906,2024-07-12 21:41:23.620477,password,True,212.50.33.244,New York,desktop,False
user_271,2024-08-06 21:41:23.620488,biometric,False,120.106.236.120,Paris,desktop,True
user_236,2024-08-01 21:41:23.620497,password,True,154.16.252.24,San Francisco,desktop,False
user_77,2024-08-06 21:41:23.620507,otp,False,185.216.223.122,Berlin,tablet,True
user_199,2024-07-13 21:41:23.620518,otp,True,60.126.221.245,London,tablet,False
user_849,2024-07-16 21:41:23.620528,password,True,5.15.79.7,London,tablet,False
user_583,2024-07-19 21:41:23.620538,password,True,129.152.70.18,San Francisco,tablet,False
user_368,2024-07-20 21:41:23.620547,biometric,False,25.84.183.51,San Francisco,desktop,True
user_601,2024-08-11 21:41:23.620555,password,False,104.212.190.147,Paris,tablet,True
user_777,2024-08-05 21:41:23.620565,otp,True,142.67.2.9,London,tablet,False
user_493,2024-07-24 21:41:23.620574,password,True,78.28.46.152,Paris,desktop,False
user_435,2024-07-21 21:41:23.620583,biometric,True,176.198.198.106,New York,desktop,False
user_918,2024-08-01 21:41:23.620592,password,True,126.182.104.191,New York,mobile,False
user_214,2024-07-25 21:41:23.620601,otp,True,66.243.33.153,Berlin,desktop,False
user_902,2024-08-05 21:41:23.620612,otp,True,33.31.79.179,Berlin,desktop,False
user_838,2024-07-13 21:41:23.620623,otp,False,56.58.13.64,Paris,mobile,True
user_423,2024-08-09 21:41:23.620634,password,True,109.119.69.102,New York,tablet,False
user_474,2024-08-11 21:41:23.620645,password,True,87.208.74.113,London,desktop,False
user_234,2024-07-23 21:41:23.620654,otp,False,89.205.33.91,London,tablet,True
user_733,2024-08-07 21:41:23.620665,biometric,True,254.255.177.31,London,desktop,False
user_378,2024-07-25 21:41:23.620675,otp,True,9.100.102.137,San Francisco,desktop,False
user_163,2024-07-13 21:41:23.620685,otp,True,137.113.116.89,San Francisco,desktop,False
user_148,2024-08-07 21:41:23.620695,password,True,241.112.120.187,London,mobile,False
user_217,2024-08-09 21:41:23.620707,biometric,True,20.41.158.255,Berlin,tablet,False
user_130,2024-08-06 21:41:23.620718,otp,True,164.113.57.182,London,tablet,False
user_108,2024-08-04 21:41:23.620729,password,True,232.154.175.202,London,desktop,False
user_690,2024-07-25 21:41:23.620741,otp,True,171.46.173.164,Paris,tablet,False
user_138,2024-08-02 21:41:23.620752,otp,True,53.126.183.26,Berlin,tablet,False
user_791,2024-07-31 21:41:23.620763,biometric,True,251.57.191.100,Berlin,tablet,False
user_924,2024-08-08 21:41:23.620772,biometric,True,72.2.243.173,New York,tablet,False
user_9,2024-08-01 21:41:23.620783,biometric,True,75.5.209.28,London,mobile,False
user_670,2024-08-06 21:41:23.620793,password,True,214.154.149.215,Paris,tablet,False
user_360,2024-08-06 21:41:23.620804,otp,True,35.225.82.255,London,desktop,False
user_690,2024-08-05 21:41:23.620814,password,True,192.195.66.138,New York,mobile,False
user_951,2024-08-02 21:41:23.620823,password,True,207.248.255.91,New York,desktop,False
user_491,2024-07-15 21:41:23.620833,otp,True,138.213.107.138,San Francisco,mobile,False
user_526,2024-07-22 21:41:23.620842,password,True,130.138.226.185,San Francisco,desktop,False
user_653,2024-07-16 21:41:23.620853,biometric,False,213.236.92.254,San Francisco,mobile,True
user_797,2024-07-16 21:41:23.620867,biometric,True,38.200.56.215,Paris,mobile,False
user_325,2024-08-08 21:41:23.620878,otp,True,53.141.43.30,San Francisco,mobile,False
